Kpmag,numax,e_numax,Delnu,e_Delnu,A,e_A,Width,e_Width,Teff,e_Teff,log(g),e_log(g),[Fe/H],e_[Fe/H],NoCorM,e_NoCorM,NoCorR,e_NoCorR,RGBcorM,e_RGBcorM,RGBcorR,e_RGBcorR,ClcorM,e_ClcorM,ClcorR,e_ClcorR,Phase
11.83,31.13,0.79,3.8,0.019,121.7,  5.0, 12.9, 1.1,4715,80,2.397,0.012,-0.2,0.15,1.2,0.11,11.5,0.37,1.07,0.1,10.84,0.34,1.2,0.11,11.46,0.37,2
13.56,32.04,0.83,3.897,0.032,136.4,  6.3, 13.3, 1.1,4832,158,2.415,0.014,0.23,0.3,1.23,0.13,11.4,0.43,1.2,0.12,11.24,0.42,1.24,0.13,11.43,0.43,2
13.98,68.95,0.48,6.777,0.013, 77.5,  2.9, 20.7, 0.9,4976,154,2.754,0.009,-0.14,0.3,1.4,0.09,8.23,0.18,1.35,0.08,8.07,0.18,1.43,0.09,8.31,0.19,1
13.972,215.82,1.91,16.498,0.053,     ,     ,     ,    ,4652,80,3.235,0.007,-0.13,0.15,1.11,0.06,4.2,0.08,0.98,0.05,3.95,0.08,1.1,0.06,4.18,0.08,1
15.36,35.27,1.6,3.848,0.057, 51.4, 10.7, 14.8, 7.6,5308,163,2.477,0.021,-0.19,0.3,1.99,0.32,13.49,0.78,2.08,0.33,13.78,0.8,2.06,0.33,13.73,0.8,2
13.85,50.47,0.41,5.045,0.016, 73.6,  4.2, 15.8, 1.0,5128,156,2.625,0.009,-0.28,0.3,1.87,0.12,11.04,0.26,1.83,0.12,10.91,0.25,1.93,0.12,11.2,0.26,1
11.93,29.72,0.5,3.927,0.025,135.1,  7.0, 12.1, 1.6,4825,80,2.382,0.009,-0.29,0.15,0.95,0.07,10.4,0.28,0.88,0.06,9.99,0.26,0.95,0.07,10.38,0.28,2
11.87,36.97,0.93,4.173,0.028,119.8,  4.5, 15.4, 1.2,4612,80,2.467,0.012,0.38,0.15,1.34,0.12,11.2,0.37,1.24,0.11,10.75,0.35,1.34,0.12,11.2,0.37,2
13.78,42.08,0.56,4.47,0.014, 88.0,  5.0, 14.1, 0.9,4978,154,2.54,0.01,-0.18,0.3,1.69,0.12,11.55,0.3,1.6,0.12,11.25,0.29,1.73,0.12,11.68,0.3,1
13.03,35.52,0.68,4.213,0.048,112.3,  4.9, 14.7, 1.2,4742,80,2.456,0.01,0.2,0.15,1.19,0.1,10.71,0.36,1.13,0.1,10.41,0.35,1.2,0.1,10.74,0.36,2
12.82,28.76,0.46,3.58,0.018,107.9,  6.5, 11.7, 2.4,4948,151,2.373,0.011,-0.02,0.3,1.3,0.1,12.27,0.34,1.26,0.1,12.11,0.34,1.31,0.1,12.34,0.35,2
13.17,31.35,0.46,4.015,0.04,125.6,  6.3, 12.9, 1.3,5025,166,2.414,0.011,-0.08,0.3,1.09,0.09,10.71,0.35,1.1,0.09,10.78,0.36,1.09,0.09,10.75,0.35,2
11.53,25.07,0.49,3.914,0.049,196.4,  9.7, 11.7, 1.4,4780,80,2.306,0.01,0.21,0.15,0.57,0.05,8.79,0.31,0.63,0.06,9.26,0.34,0.6,0.05,8.99,0.32,2
13.91,27.69,0.51,3.532,0.024,121.9,  6.7, 11.8, 1.6,5142,167,2.365,0.011,-0.39,0.3,1.29,0.11,12.37,0.39,1.28,0.11,12.3,0.39,1.32,0.11,12.51,0.39,2
13.93,31.64,0.87,4.176,0.05,103.2,  4.7, 13.8, 1.0,4843,80,2.41,0.013,-0.7,0.15,0.9,0.09,9.81,0.39,0.79,0.08,9.17,0.36,0.88,0.09,9.72,0.39,2
13.77,144.59,0.95,11.219,0.015, 39.5,  1.4, 47.2, 2.9,5072,155,3.08,0.008,0.01,0.3,1.77,0.11,6.36,0.14,1.75,0.11,6.32,0.14,1.82,0.11,6.44,0.14,1
15.87,29.22,1.01,3.951,0.15,123.7,  9.7, 13.4, 4.9,5107,178,2.387,0.017,-0.25,0.3,0.96,0.19,10.4,0.9,0.99,0.19,10.55,0.92,0.96,0.19,10.4,0.9,2
11.75,6.08,0.28,1.049,0.024,503.3, 38.1,  3.1, 0.6,4085,80,1.657,0.021,0.06,0.15,1.25,0.22,27.47,1.85,1.08,0.19,25.55,1.69,1.21,0.21,27.06,1.82,1
13.21,23.68,1.44,3.347,0.03,157.5,  6.9, 11.4, 1.3,4673,80,2.276,0.027,-0.15,0.15,0.87,0.17,11.23,0.74,0.78,0.15,10.63,0.69,0.87,0.17,11.21,0.74,2
12.51,33.94,0.79,3.99,0.049,122.0,  4.8, 15.6, 1.5,4820,151,2.44,0.013,0.27,0.3,1.33,0.14,11.5,0.46,1.28,0.13,11.31,0.45,1.34,0.14,11.54,0.46,2
13.59,38.61,0.66,4.125,0.022, 78.2,  3.9, 13.4, 1.3,5040,80,2.505,0.009,-0.41,0.15,1.83,0.13,12.52,0.32,1.73,0.12,12.18,0.31,1.88,0.13,12.7,0.33,2
13.63,76.75,0.8,7.029,0.013, 51.1,  2.2, 24.8, 1.6,5115,157,2.807,0.009,-0.08,0.3,1.74,0.12,8.63,0.2,1.73,0.12,8.6,0.2,1.78,0.12,8.74,0.21,1
11.56,45.95,0.88,4.943,0.058, 96.2, 13.2, 12.2, 2.1,4386,80,2.551,0.01,0.15,0.15,1.21,0.11,9.68,0.33,1.06,0.09,9.03,0.31,1.19,0.1,9.6,0.33,1
13.32,33.37,0.87,3.687,0.377,124.7, 10.0, 12.2, 1.9,4912,164,2.436,0.014,0.17,0.3,1.78,0.75,13.37,2.77,1.72,0.72,13.13,2.7,1.82,0.77,13.52,2.82,2
13.226,208.6,1.51,15.869,0.027,     ,     ,     ,    ,5418,169,3.254,0.009,-0.13,0.3,1.47,0.09,4.74,0.11,1.56,0.1,4.88,0.11,1.5,0.09,4.78,0.11,1
12.79,33.47,1.86,3.903,0.334,128.4, 11.5, 14.5, 1.9,4747,100,2.43,0.025,0.0,0.3,1.36,0.52,11.76,2.13,1.25,0.47,11.28,2.0,1.37,0.53,11.82,2.14,2
15.17,105.19,0.89,9.643,0.025, 48.4,  2.4, 31.8, 2.3,5005,146,2.939,0.009,-0.22,0.3,1.23,0.08,6.22,0.14,1.19,0.07,6.13,0.14,1.24,0.08,6.25,0.14,1
13.17,44.13,0.82,4.753,0.053,101.6, 12.1, 13.8, 1.8,4743,100,2.55,0.01,-0.14,0.3,1.41,0.12,10.46,0.36,1.27,0.11,9.92,0.33,1.42,0.12,10.47,0.36,1
9.85,34.23,0.81,3.779,0.054,119.5, 12.2, 11.2, 1.6,4649,100,2.435,0.012,-0.13,0.3,1.6,0.17,12.7,0.52,1.43,0.15,12.0,0.49,1.6,0.16,12.67,0.52,1
13.13,29.17,2.62,3.703,0.103,124.7, 14.4, 14.0, 2.8,4483,80,2.358,0.039,0.2,0.15,1.02,0.3,11.07,1.18,0.9,0.26,10.39,1.1,1.01,0.3,11.04,1.18,2
11.08,51.21,1.83,5.104,0.029, 45.9,  2.2, 22.5, 1.6,5033,100,2.628,0.017,-0.29,0.3,1.82,0.22,10.84,0.45,1.73,0.21,10.58,0.44,1.87,0.22,10.98,0.45,2
8.95,48.58,1.52,4.53,0.021, 29.4,  1.5, 20.3, 2.1,5187,144,2.611,0.015,-0.54,0.3,2.61,0.29,13.25,0.5,2.71,0.3,13.48,0.51,2.86,0.32,13.87,0.53,2
10.71,46.02,1.1,4.731,0.026, 56.4,  3.1, 19.1, 1.8,5054,100,2.582,0.012,-0.45,0.3,1.8,0.16,11.36,0.36,1.7,0.15,11.06,0.35,1.85,0.16,11.53,0.36,2
13.54,41.63,1.2,4.547,0.038, 79.8,  6.4, 14.9, 1.8,4898,100,2.532,0.014,-0.06,0.3,1.49,0.16,10.95,0.41,1.41,0.15,10.65,0.4,1.51,0.16,11.03,0.42,2
13.73,28.22,0.46,3.542,0.019,145.4,  6.8,  9.9, 1.4,4679,100,2.353,0.01,-0.4,0.3,1.17,0.08,11.96,0.32,1.01,0.07,11.11,0.29,1.14,0.08,11.78,0.31,1
13.1,33.2,0.41,4.028,0.015,129.0,  8.4, 11.5, 0.9,4543,100,2.417,0.008,0.14,0.3,1.1,0.07,10.72,0.25,0.97,0.06,10.1,0.23,1.09,0.07,10.68,0.25,1
11.71,55.51,0.71,5.378,0.022, 60.8,  2.5, 21.3, 1.5,4850,100,2.655,0.008,0.06,0.3,1.78,0.11,10.39,0.24,1.67,0.11,10.09,0.23,1.82,0.11,10.51,0.24,2
13.28,29.41,0.52,4.375,0.126,130.2,  5.5, 13.7, 1.6,5069,100,2.388,0.01,-0.72,0.3,0.64,0.09,8.5,0.53,0.66,0.09,8.59,0.54,0.71,0.1,8.9,0.57,2
11.58,54.7,0.91,5.301,0.022, 54.5,  1.7, 20.4, 1.1,5042,100,2.657,0.009,-0.3,0.3,1.91,0.13,10.74,0.27,1.82,0.13,10.5,0.27,1.96,0.14,10.89,0.28,2
11.81,34.08,0.79,3.943,0.044,118.8,  4.4, 15.7, 1.6,4604,100,2.431,0.012,0.61,0.3,1.31,0.13,11.56,0.43,1.2,0.11,11.03,0.4,1.3,0.12,11.48,0.42,2
11.98,40.75,0.56,4.513,0.371,114.8, 13.8, 13.9, 2.8,4575,100,2.508,0.009,0.11,0.3,1.3,0.43,10.52,1.75,1.16,0.38,9.94,1.6,1.3,0.44,10.52,1.75,2
12.57,154.08,0.77,12.576,0.017, 42.4,  1.3, 46.0, 2.0,5013,100,3.105,0.007,-0.03,0.3,1.33,0.07,5.36,0.1,1.32,0.07,5.33,0.1,1.35,0.07,5.4,0.1,1
12.33,53.65,0.45,5.677,0.017, 89.5,  4.6, 16.7, 1.1,4750,100,2.635,0.007,-0.56,0.3,1.25,0.07,8.92,0.18,1.08,0.06,8.29,0.17,1.21,0.07,8.78,0.18,1
12.55,27.54,0.66,3.65,0.074,133.8,  5.7, 12.0, 1.4,4738,100,2.345,0.012,-0.54,0.3,0.99,0.12,11.06,0.56,0.85,0.1,10.24,0.5,0.95,0.11,10.87,0.54,2
11.63,32.37,0.68,4.023,0.026,114.7,  4.4, 13.2, 1.0,4722,100,2.414,0.011,-0.18,0.3,1.08,0.09,10.68,0.32,0.97,0.08,10.1,0.3,1.07,0.09,10.65,0.32,2
13.05,88.21,0.76,7.614,0.014, 49.4,  2.3, 29.1, 1.9,4841,100,2.855,0.007,-0.27,0.3,1.77,0.1,8.23,0.16,1.61,0.09,7.85,0.15,1.79,0.1,8.27,0.16,1
12.29,36.77,0.52,4.273,0.041,100.3,  4.1, 14.4, 1.2,4719,100,2.47,0.009,-0.57,0.3,1.24,0.09,10.75,0.32,1.07,0.08,9.97,0.29,1.2,0.09,10.56,0.31,2
13.56,148.72,0.88,12.382,0.019, 48.6,  2.0, 42.0, 2.2,4840,100,3.082,0.007,-0.48,0.3,1.21,0.06,5.24,0.1,1.08,0.05,4.95,0.09,1.21,0.06,5.24,0.1,1
12.87,152.39,0.75,12.2,0.014, 48.6,  1.8, 38.8, 1.1,4792,100,3.091,0.007,-0.08,0.3,1.36,0.07,5.51,0.1,1.25,0.06,5.28,0.1,1.38,0.07,5.54,0.1,1
12.91,34.89,1.17,4.162,0.114,108.7, 10.8, 14.7, 2.6,4553,100,2.439,0.016,-0.18,0.3,1.12,0.18,10.56,0.7,0.97,0.15,9.83,0.64,1.1,0.17,10.45,0.69,2
12.66,165.91,1.9,12.351,0.013, 28.3,  1.3, 64.2,14.8,4805,100,3.128,0.008,0.09,0.3,1.68,0.1,5.86,0.12,1.57,0.09,5.67,0.12,1.71,0.1,5.91,0.12,1
13.14,39.23,0.49,4.418,0.044, 83.0,  2.9, 15.6, 1.1,4877,100,2.505,0.008,-0.68,0.3,1.39,0.1,10.91,0.32,1.23,0.09,10.27,0.3,1.38,0.1,10.88,0.32,2
15.92,90.5,1.0,8.554,0.044, 73.2,  6.3, 25.6, 2.6,4755,139,2.863,0.009,-0.49,0.3,1.17,0.08,6.63,0.17,1.01,0.07,6.17,0.15,1.14,0.08,6.54,0.17,1
13.88,152.22,6.1,11.603,0.039, 20.4,  5.2, 76.8,38.4,5248,167,3.11,0.019,-0.68,0.3,1.9,0.26,6.37,0.29,1.89,0.26,6.35,0.29,2.0,0.27,6.52,0.3,1
13.97,43.02,0.63,4.506,0.039, 80.0,  3.6, 17.4, 1.7,4812,100,2.542,0.009,-0.76,0.3,1.66,0.12,11.42,0.33,1.45,0.11,10.69,0.3,1.62,0.12,11.28,0.32,2
13.43,34.12,3.59,4.168,0.279, 80.6, 11.7, 14.9, 4.4,4878,100,2.445,0.046,-1.11,0.3,1.15,0.48,10.66,1.82,0.99,0.4,9.86,1.65,1.12,0.47,10.51,1.79,2
11.32,35.93,0.46,4.152,0.043,114.5,  5.1, 14.4, 1.3,4771,100,2.462,0.008,-0.04,0.3,1.32,0.1,11.19,0.34,1.22,0.09,10.73,0.32,1.34,0.1,11.24,0.34,2
11.39,60.73,0.52,6.163,0.013, 92.9,  3.7, 19.1, 0.8,4721,100,2.688,0.007,0.01,0.3,1.29,0.07,8.54,0.17,1.18,0.06,8.16,0.16,1.3,0.07,8.57,0.17,1
12.69,101.2,1.89,7.903,0.034, 28.9,  1.2, 45.0, 5.6,5173,100,2.929,0.01,-0.14,0.3,2.54,0.19,9.06,0.24,2.65,0.2,9.25,0.25,2.68,0.2,9.3,0.25,2
12.73,45.83,0.86,4.693,0.034, 76.6,  3.3, 18.9, 1.6,4817,100,2.57,0.01,-0.31,0.3,1.71,0.14,11.22,0.33,1.54,0.12,10.66,0.31,1.71,0.14,11.24,0.33,2
10.98,58.49,1.31,5.721,0.038, 48.9,  2.3, 25.2, 1.7,4946,100,2.682,0.012,-0.13,0.3,1.67,0.14,9.77,0.31,1.58,0.14,9.5,0.3,1.71,0.15,9.87,0.31,2
11.55,36.02,0.62,4.231,0.057, 93.7,  3.8, 14.6, 1.1,4940,100,2.471,0.01,-0.53,0.3,1.3,0.11,10.99,0.4,1.19,0.1,10.51,0.38,1.33,0.12,11.09,0.4,2
13.48,115.47,1.08,9.758,0.018, 43.9,  2.7, 35.4, 2.5,4761,100,2.969,0.008,-0.07,0.3,1.43,0.08,6.5,0.13,1.31,0.07,6.21,0.13,1.45,0.08,6.53,0.13,1
11.04,22.7,0.75,2.863,0.089,134.9, 19.5,  7.4, 1.7,4709,100,2.26,0.016,-0.19,0.3,1.45,0.24,14.77,1.07,1.29,0.21,13.93,0.99,1.44,0.24,14.73,1.07,2
13.84,119.72,1.02,10.222,0.018, 54.0,  1.7, 37.7, 2.1,4890,100,2.99,0.007,-0.59,0.3,1.38,0.07,6.23,0.12,1.24,0.07,5.89,0.12,1.39,0.08,6.24,0.12,1
12.45,38.2,1.07,4.352,0.058, 68.8,  4.1, 19.6, 2.0,4975,100,2.498,0.014,-0.62,0.3,1.4,0.15,11.06,0.47,1.29,0.14,10.59,0.44,1.44,0.16,11.19,0.48,2
13.1,191.79,2.41,14.859,0.04, 28.2,  1.3, 74.0,10.4,4921,80,3.196,0.008,0.36,0.15,1.28,0.08,4.74,0.1,1.29,0.08,4.74,0.1,1.28,0.08,4.73,0.1,1
13.61,184.81,1.19,14.331,0.107, 41.8,  2.4, 46.3, 2.9,5082,170,3.187,0.009,-0.01,0.3,1.39,0.1,4.99,0.14,1.41,0.1,5.01,0.14,1.41,0.1,5.02,0.14,1
12.27,143.49,1.62,11.333,0.013, 33.1,  1.9, 58.6, 4.0,4901,80,3.069,0.007,0.05,0.15,1.58,0.09,6.08,0.12,1.51,0.08,5.94,0.12,1.6,0.09,6.12,0.12,1
12.16,37.28,0.32,4.301,0.018,113.5,  4.7, 12.0, 0.8,4868,154,2.482,0.009,0.15,0.3,1.32,0.09,10.93,0.27,1.28,0.09,10.74,0.26,1.34,0.09,10.98,0.27,1
11.67,5.79,0.26,0.899,0.044,267.5, 30.7,  2.5, 0.7,4334,80,1.648,0.02,0.1,0.15,2.17,0.53,36.62,3.99,2.0,0.48,35.09,3.76,2.17,0.52,36.54,3.98,1
12.28,106.78,2.96,8.185,0.174, 16.5,  1.1, 37.4, 8.4,5039,80,2.947,0.013,0.19,0.15,2.5,0.32,8.79,0.47,2.57,0.33,8.92,0.48,2.57,0.33,8.93,0.48,2
11.8,40.62,0.39,4.589,0.015, 91.7,  5.0, 13.4, 1.0,4937,156,2.523,0.009,-0.17,0.3,1.35,0.09,10.53,0.25,1.28,0.09,10.26,0.25,1.37,0.09,10.62,0.26,1
11.31,53.52,0.49,5.349,0.014, 89.8,  4.0, 16.9, 0.8,4626,80,2.628,0.007,0.21,0.15,1.51,0.08,9.89,0.19,1.38,0.07,9.43,0.18,1.53,0.08,9.95,0.2,1
12.15,39.9,1.32,4.092,0.026, 60.6,  2.9, 17.6, 2.5,4890,166,2.513,0.017,0.11,0.3,1.99,0.24,12.95,0.54,1.91,0.23,12.67,0.53,2.04,0.25,13.1,0.55,2
13.68,28.22,0.5,4.036,0.072,144.4,  6.5,  9.9, 5.7,5050,169,2.37,0.011,-0.17,0.3,0.78,0.08,9.57,0.44,0.82,0.09,9.82,0.45,0.79,0.09,9.64,0.44,2
13.16,138.52,1.09,12.322,0.019, 48.6,  1.6, 39.6, 1.4,5107,158,3.063,0.009,-0.56,0.3,1.08,0.07,5.07,0.11,1.06,0.07,5.01,0.11,1.11,0.07,5.13,0.12,1
13.7,156.99,3.4,12.226,0.031, 22.6,  2.4, 55.7, 8.8,5184,175,3.121,0.013,-0.03,0.3,1.66,0.15,5.88,0.18,1.69,0.15,5.93,0.19,1.69,0.15,5.93,0.19,1
13.28,95.07,0.65,8.51,0.016, 61.7,  3.1, 28.7, 1.7,4769,80,2.885,0.006,0.2,0.15,1.39,0.07,7.05,0.13,1.31,0.06,6.85,0.12,1.4,0.07,7.09,0.13,1
13.96,101.22,0.81,8.902,0.02, 48.1,  2.6, 31.4, 2.2,5089,167,2.926,0.009,-0.15,0.3,1.54,0.1,7.08,0.17,1.52,0.1,7.02,0.17,1.58,0.1,7.16,0.17,1
13.36,146.97,2.44,11.061,0.033, 52.3,  1.9, 55.2, 3.0,4972,160,3.083,0.011,0.12,0.3,1.91,0.15,6.58,0.18,1.86,0.15,6.49,0.18,1.96,0.15,6.66,0.18,1
13.52,43.08,0.91,4.577,0.02, 81.0,  4.0, 18.5, 1.9,5094,186,2.555,0.013,0.14,0.3,1.7,0.16,11.41,0.37,1.72,0.16,11.45,0.37,1.74,0.16,11.53,0.38,2
13.68,29.88,0.51,3.929,0.05,127.0,  4.7, 13.1, 1.4,5056,171,2.395,0.011,-0.09,0.3,1.04,0.1,10.7,0.4,1.06,0.1,10.84,0.41,1.04,0.1,10.72,0.4,2
12.15,51.34,0.9,4.993,0.092, 63.8,  2.5, 20.2, 1.5,4799,80,2.618,0.009,0.4,0.15,1.86,0.19,11.09,0.49,1.77,0.18,10.8,0.47,1.87,0.19,11.11,0.49,2
10.87,37.01,1.33,4.173,0.076, 71.3,  9.9, 11.6, 2.1,4842,80,2.478,0.017,-0.11,0.15,1.45,0.2,11.49,0.62,1.34,0.18,11.07,0.59,1.47,0.2,11.57,0.62,2
12.78,47.55,0.99,4.783,0.027, 73.1,  3.0, 18.9, 1.2,4830,80,2.586,0.011,0.18,0.15,1.77,0.14,11.23,0.32,1.68,0.13,10.93,0.31,1.81,0.14,11.35,0.33,2
12.48,45.17,0.74,4.704,0.03, 66.2,  4.4, 19.3, 2.9,4825,80,2.564,0.009,0.11,0.15,1.62,0.11,11.02,0.29,1.53,0.11,10.7,0.28,1.65,0.12,11.11,0.3,2
12.15,56.99,0.66,5.44,0.016, 58.7,  2.5, 19.4, 1.2,4801,80,2.664,0.008,-0.01,0.15,1.81,0.1,10.37,0.22,1.68,0.1,9.98,0.21,1.84,0.11,10.47,0.22,1
13.92,100.15,0.7,9.322,0.018, 63.7,  3.0, 27.3, 1.7,5082,169,2.921,0.009,-0.13,0.3,1.24,0.08,6.38,0.15,1.25,0.08,6.4,0.15,1.25,0.08,6.42,0.15,1
13.64,51.67,0.95,5.516,0.015, 46.8,  3.6, 17.9, 2.4,4815,168,2.622,0.012,0.0,0.3,1.28,0.11,9.16,0.27,1.2,0.1,8.87,0.26,1.29,0.11,9.2,0.27,2
12.54,26.86,0.58,3.568,0.187,124.2,  7.2,  9.5, 1.4,4857,80,2.34,0.011,-0.28,0.15,1.04,0.23,11.43,1.24,0.96,0.21,11.0,1.17,1.04,0.23,11.44,1.24,2
12.86,90.14,0.62,8.709,0.017, 57.3,  3.2, 22.7, 1.6,4818,80,2.864,0.006,-0.5,0.15,1.09,0.05,6.41,0.12,0.97,0.05,6.02,0.11,1.08,0.05,6.37,0.12,1
13.59,187.36,2.42,14.335,0.27, 41.1,  1.9, 59.8, 4.4,5155,177,3.196,0.01,0.05,0.3,1.48,0.16,5.09,0.23,1.52,0.16,5.15,0.24,1.5,0.16,5.12,0.23,1
13.09,92.07,1.77,7.266,0.054, 28.7,  4.1, 31.4, 6.7,5063,80,2.884,0.01,0.26,0.15,2.59,0.2,9.64,0.28,2.72,0.21,9.87,0.29,2.67,0.21,9.77,0.29,2
10.73,49.75,0.49,5.349,0.014, 85.4,  4.7, 15.4, 1.1,4641,80,2.597,0.007,-0.23,0.15,1.22,0.07,9.21,0.18,1.07,0.06,8.61,0.17,1.2,0.07,9.13,0.18,1
12.52,60.52,1.23,5.603,0.049, 47.5,  2.2, 24.8, 2.3,4918,80,2.695,0.01,0.27,0.15,1.99,0.16,10.51,0.33,1.95,0.16,10.38,0.32,2.03,0.17,10.59,0.33,2
13.58,49.52,1.7,4.784,0.059, 55.6,  6.2, 15.2, 6.0,4925,169,2.608,0.017,0.1,0.3,2.06,0.27,11.8,0.56,1.99,0.26,11.6,0.55,2.11,0.28,11.94,0.57,2
13.87,135.08,3.54,10.905,0.027, 27.4,  2.6, 49.3,14.0,5082,171,3.051,0.014,-0.0,0.3,1.62,0.16,6.29,0.22,1.62,0.16,6.28,0.22,1.65,0.17,6.34,0.22,1
8.4,80.95,2.2,6.887,0.035, 34.8,  1.6, 35.5, 2.0,5097,143,2.829,0.014,-0.19,0.3,2.21,0.22,9.47,0.33,2.19,0.22,9.44,0.33,2.29,0.23,9.65,0.34,2
11.63,51.8,0.86,4.458,0.03, 35.6,  1.7, 19.7, 1.3,5005,80,2.631,0.009,0.33,0.15,3.2,0.23,14.33,0.38,3.5,0.25,14.97,0.41,3.41,0.24,14.79,0.4,2
12.78,60.95,0.97,5.55,0.069, 52.3,  2.3, 22.3, 1.8,4942,80,2.699,0.009,0.18,0.15,2.13,0.17,10.81,0.36,2.09,0.17,10.71,0.36,2.18,0.18,10.94,0.37,2
13.2,86.26,0.74,7.736,0.015, 58.7,  2.5, 29.2, 2.0,4853,80,2.846,0.007,0.13,0.15,1.56,0.08,7.8,0.15,1.48,0.08,7.61,0.14,1.58,0.08,7.86,0.15,1
10.55,46.25,1.17,4.691,0.026, 68.6,  2.7, 18.4, 1.3,4985,153,2.581,0.014,0.02,0.3,1.85,0.18,11.53,0.4,1.79,0.18,11.34,0.39,1.9,0.19,11.68,0.4,2
13.22,65.22,1.3,5.631,0.043, 38.6,  3.6, 24.5, 3.0,5141,183,2.737,0.012,0.14,0.3,2.62,0.24,11.46,0.39,2.77,0.26,11.79,0.4,2.71,0.25,11.66,0.4,2
12.57,26.4,0.61,3.417,0.076,161.1,  7.8, 11.9, 1.9,4615,100,2.321,0.012,-0.13,0.15,1.09,0.13,11.94,0.63,0.96,0.12,11.18,0.58,1.07,0.13,11.85,0.63,2
11.35,41.44,1.48,4.301,0.025, 54.2,  2.7, 17.3, 2.0,5085,100,2.538,0.017,-0.24,0.15,1.94,0.23,12.41,0.51,1.88,0.22,12.23,0.5,2.0,0.24,12.61,0.52,2
13.92,29.75,0.93,3.901,0.268,128.2,  5.0, 12.6, 1.3,4802,168,2.381,0.016,-0.32,0.3,0.97,0.29,10.53,1.5,0.88,0.26,10.01,1.4,0.97,0.29,10.49,1.49,2
12.71,188.06,0.91,14.615,0.069, 41.8,  1.4, 52.6, 2.1,5087,100,3.195,0.006,0.09,0.15,1.36,0.07,4.88,0.1,1.39,0.07,4.93,0.1,1.38,0.07,4.91,0.1,1
13.304,221.53,1.71,16.824,0.031,     ,     ,     ,    ,5091,159,3.266,0.009,0.02,0.3,1.27,0.08,4.34,0.1,1.29,0.08,4.39,0.1,1.28,0.08,4.36,0.1,1
12.84,94.88,0.71,8.901,0.019, 57.7,  2.9, 26.6, 1.6,4995,146,2.894,0.008,-0.3,0.3,1.24,0.08,6.58,0.15,1.18,0.07,6.43,0.14,1.25,0.08,6.63,0.15,1
12.19,60.22,0.82,5.607,0.018, 57.9,  2.0, 22.0, 1.2,4847,100,2.69,0.009,0.13,0.15,1.92,0.12,10.36,0.24,1.82,0.12,10.09,0.23,1.96,0.13,10.48,0.24,1
13.46,192.49,1.13,14.928,0.049, 35.5,  1.6, 60.0, 4.6,5048,150,3.203,0.008,-0.38,0.3,1.32,0.08,4.77,0.11,1.27,0.08,4.67,0.1,1.36,0.08,4.82,0.11,1
12.77,85.9,0.73,7.967,0.013, 72.0,  2.8, 26.9, 1.0,4598,80,2.833,0.007,0.33,0.15,1.26,0.07,7.13,0.14,1.16,0.06,6.83,0.13,1.26,0.07,7.13,0.14,1
11.62,125.59,0.65,10.47,0.017, 62.3,  2.4, 36.2, 1.6,4693,134,3.002,0.008,0.39,0.3,1.36,0.08,6.1,0.13,1.28,0.07,5.92,0.12,1.36,0.08,6.1,0.13,1
12.16,116.01,1.02,9.994,0.029, 42.7,  1.5, 37.5, 2.0,4898,80,2.977,0.007,-0.15,0.15,1.38,0.07,6.32,0.12,1.3,0.07,6.12,0.12,1.4,0.07,6.37,0.12,1
9.5,67.75,1.87,5.761,0.181, 48.9,  4.0, 24.2, 2.6,5132,153,2.753,0.014,0.03,0.3,2.67,0.43,11.36,0.81,2.8,0.45,11.64,0.84,2.79,0.45,11.62,0.84,2
13.12,53.38,0.83,5.43,0.013, 83.2,  3.3, 19.4, 1.3,4844,144,2.637,0.01,-0.17,0.3,1.52,0.11,9.79,0.26,1.4,0.1,9.39,0.25,1.54,0.11,9.86,0.26,1
13.98,60.92,0.65,6.16,0.014, 92.4,  4.1, 20.9, 1.2,4738,138,2.69,0.009,0.09,0.3,1.32,0.09,8.59,0.2,1.22,0.08,8.27,0.19,1.33,0.09,8.63,0.2,1
12.65,128.45,1.21,10.505,0.014, 42.9,  2.1, 42.6, 3.1,4891,100,3.021,0.007,0.36,0.15,1.53,0.08,6.33,0.13,1.5,0.08,6.26,0.13,1.54,0.09,6.35,0.13,1
13.01,148.69,0.6,12.09,0.016, 50.5,  1.8, 41.0, 1.8,4908,100,3.085,0.006,0.17,0.15,1.36,0.07,5.54,0.1,1.33,0.07,5.48,0.1,1.38,0.07,5.57,0.1,1
12.91,36.3,0.66,4.115,0.013, 94.8,  4.2, 13.9, 1.0,4875,147,2.471,0.011,-0.51,0.3,1.46,0.12,11.63,0.33,1.31,0.1,11.02,0.31,1.47,0.12,11.65,0.33,1
12.25,154.17,1.22,11.848,0.013, 30.4,  1.3, 53.0, 5.1,4822,142,3.097,0.008,0.17,0.3,1.6,0.1,5.93,0.13,1.52,0.09,5.77,0.13,1.63,0.1,5.98,0.13,1
13.8,46.03,0.38,4.645,0.012, 88.1,  4.1, 15.5, 1.0,5000,152,2.58,0.009,-0.15,0.3,1.91,0.12,11.72,0.27,1.82,0.12,11.47,0.26,1.96,0.13,11.89,0.27,1
13.84,58.18,0.59,6.439,0.023, 66.9,  2.9, 19.2, 0.9,5483,183,2.702,0.01,-1.13,0.3,1.2,0.08,8.07,0.2,1.24,0.09,8.21,0.21,1.05,0.07,7.56,0.19,1
